id,images
One-Arm_Kettlebell_Para_Press,"One-Arm_Kettlebell_Para_Press/0.jpg, One-Arm_Kettlebell_Para_Press/1.jpg"
One-Arm_Kettlebell_Push_Press,"One-Arm_Kettlebell_Push_Press/0.jpg, One-Arm_Kettlebell_Push_Press/1.jpg"
One-Arm_Kettlebell_Row,"One-Arm_Kettlebell_Row/0.jpg, One-Arm_Kettlebell_Row/1.jpg"
One-Arm_Kettlebell_Snatch,"One-Arm_Kettlebell_Snatch/0.jpg, One-Arm_Kettlebell_Snatch/1.jpg"
One-Arm_Kettlebell_Split_Jerk,"One-Arm_Kettlebell_Split_Jerk/0.jpg, One-Arm_Kettlebell_Split_Jerk/1.jpg"
One-Arm_Kettlebell_Split_Snatch,"One-Arm_Kettlebell_Split_Snatch/0.jpg, One-Arm_Kettlebell_Split_Snatch/1.jpg"
One-Arm_Kettlebell_Swings,"One-Arm_Kettlebell_Swings/0.jpg, One-Arm_Kettlebell_Swings/1.jpg"
One-Arm_Long_Bar_Row,"One-Arm_Long_Bar_Row/0.jpg, One-Arm_Long_Bar_Row/1.jpg"
One-Arm_Medicine_Ball_Slam,"One-Arm_Medicine_Ball_Slam/0.jpg, One-Arm_Medicine_Ball_Slam/1.jpg"
One-Arm_Open_Palm_Kettlebell_Clean,"One-Arm_Open_Palm_Kettlebell_Clean/0.jpg, One-Arm_Open_Palm_Kettlebell_Clean/1.jpg"
One-Arm_Overhead_Kettlebell_Squats,"One-Arm_Overhead_Kettlebell_Squats/0.jpg, One-Arm_Overhead_Kettlebell_Squats/1.jpg"
One-Arm_Side_Deadlift,"One-Arm_Side_Deadlift/0.jpg, One-Arm_Side_Deadlift/1.jpg"
One-Arm_Side_Laterals,"One-Arm_Side_Laterals/0.jpg, One-Arm_Side_Laterals/1.jpg"
One-Legged_Cable_Kickback,"One-Legged_Cable_Kickback/0.jpg, One-Legged_Cable_Kickback/1.jpg"
One_Arm_Against_Wall,"One_Arm_Against_Wall/0.jpg, One_Arm_Against_Wall/1.jpg"
One_Arm_Chin-Up,"One_Arm_Chin-Up/0.jpg, One_Arm_Chin-Up/1.jpg"
One_Arm_Dumbbell_Bench_Press,"One_Arm_Dumbbell_Bench_Press/0.jpg, One_Arm_Dumbbell_Bench_Press/1.jpg"
One_Arm_Dumbbell_Preacher_Curl,"One_Arm_Dumbbell_Preacher_Curl/0.jpg, One_Arm_Dumbbell_Preacher_Curl/1.jpg"
One_Arm_Floor_Press,"One_Arm_Floor_Press/0.jpg, One_Arm_Floor_Press/1.jpg"
One_Arm_Lat_Pulldown,"One_Arm_Lat_Pulldown/0.jpg, One_Arm_Lat_Pulldown/1.jpg"
One_Arm_Pronated_Dumbbell_Triceps_Extension,"One_Arm_Pronated_Dumbbell_Triceps_Extension/0.jpg, One_Arm_Pronated_Dumbbell_Triceps_Extension/1.jpg"
One_Arm_Supinated_Dumbbell_Triceps_Extension,"One_Arm_Supinated_Dumbbell_Triceps_Extension/0.jpg, One_Arm_Supinated_Dumbbell_Triceps_Extension/1.jpg"
One_Half_Locust,"One_Half_Locust/0.jpg, One_Half_Locust/1.jpg"
One_Handed_Hang,"One_Handed_Hang/0.jpg, One_Handed_Hang/1.jpg"
One_Knee_To_Chest,"One_Knee_To_Chest/0.jpg, One_Knee_To_Chest/1.jpg"
One_Leg_Barbell_Squat,"One_Leg_Barbell_Squat/0.jpg, One_Leg_Barbell_Squat/1.jpg"
On_Your_Side_Quad_Stretch,"On_Your_Side_Quad_Stretch/0.jpg, On_Your_Side_Quad_Stretch/1.jpg"
Open_Palm_Kettlebell_Clean,"Open_Palm_Kettlebell_Clean/0.jpg, Open_Palm_Kettlebell_Clean/1.jpg"
Otis-Up,"Otis-Up/0.jpg, Otis-Up/1.jpg"
Overhead_Cable_Curl,"Overhead_Cable_Curl/0.jpg, Overhead_Cable_Curl/1.jpg"
Overhead_Lat,"Overhead_Lat/0.jpg, Overhead_Lat/1.jpg"
Overhead_Slam,"Overhead_Slam/0.jpg, Overhead_Slam/1.jpg"
Overhead_Squat,"Overhead_Squat/0.jpg, Overhead_Squat/1.jpg"
Overhead_Stretch,"Overhead_Stretch/0.jpg, Overhead_Stretch/1.jpg"
Overhead_Triceps,"Overhead_Triceps/0.jpg, Overhead_Triceps/1.jpg"
Pallof_Press,"Pallof_Press/0.jpg, Pallof_Press/1.jpg"
Pallof_Press_With_Rotation,"Pallof_Press_With_Rotation/0.jpg, Pallof_Press_With_Rotation/1.jpg"
Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,"Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench/0.jpg, Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench/1.jpg"
Palms-Down_Wrist_Curl_Over_A_Bench,"Palms-Down_Wrist_Curl_Over_A_Bench/0.jpg, Palms-Down_Wrist_Curl_Over_A_Bench/1.jpg"
Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,"Palms-Up_Barbell_Wrist_Curl_Over_A_Bench/0.jpg, Palms-Up_Barbell_Wrist_Curl_Over_A_Bench/1.jpg"
Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench,"Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench/0.jpg, Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench/1.jpg"
Parallel_Bar_Dip,"Parallel_Bar_Dip/0.jpg, Parallel_Bar_Dip/1.jpg"
Pelvic_Tilt_Into_Bridge,"Pelvic_Tilt_Into_Bridge/0.jpg, Pelvic_Tilt_Into_Bridge/1.jpg"
Peroneals-SMR,"Peroneals-SMR/0.jpg, Peroneals-SMR/1.jpg"
Peroneals_Stretch,"Peroneals_Stretch/0.jpg, Peroneals_Stretch/1.jpg"
Physioball_Hip_Bridge,"Physioball_Hip_Bridge/0.jpg, Physioball_Hip_Bridge/1.jpg"
Pin_Presses,"Pin_Presses/0.jpg, Pin_Presses/1.jpg"
Piriformis-SMR,"Piriformis-SMR/0.jpg, Piriformis-SMR/1.jpg"
Plank,"Plank/0.jpg, Plank/1.jpg"
Plate_Pinch,"Plate_Pinch/0.jpg, Plate_Pinch/1.jpg"
Plate_Twist,"Plate_Twist/0.jpg, Plate_Twist/1.jpg"
Platform_Hamstring_Slides,"Platform_Hamstring_Slides/0.jpg, Platform_Hamstring_Slides/1.jpg"
Plie_Dumbbell_Squat,"Plie_Dumbbell_Squat/0.jpg, Plie_Dumbbell_Squat/1.jpg"
Plyo_Kettlebell_Pushups,"Plyo_Kettlebell_Pushups/0.jpg, Plyo_Kettlebell_Pushups/1.jpg"
Plyo_Push-up,"Plyo_Push-up/0.jpg, Plyo_Push-up/1.jpg"
Posterior_Tibialis_Stretch,"Posterior_Tibialis_Stretch/0.jpg, Posterior_Tibialis_Stretch/1.jpg"
Power_Clean,"Power_Clean/0.jpg, Power_Clean/1.jpg"
Power_Clean_from_Blocks,"Power_Clean_from_Blocks/0.jpg, Power_Clean_from_Blocks/1.jpg"
Power_Jerk,"Power_Jerk/0.jpg, Power_Jerk/1.jpg"
Power_Partials,"Power_Partials/0.jpg, Power_Partials/1.jpg"
Power_Snatch,"Power_Snatch/0.jpg, Power_Snatch/1.jpg"
Power_Snatch_from_Blocks,"Power_Snatch_from_Blocks/0.jpg, Power_Snatch_from_Blocks/1.jpg"
Power_Stairs,"Power_Stairs/0.jpg, Power_Stairs/1.jpg"
Preacher_Curl,"Preacher_Curl/0.jpg, Preacher_Curl/1.jpg"
Preacher_Hammer_Dumbbell_Curl,"Preacher_Hammer_Dumbbell_Curl/0.jpg, Preacher_Hammer_Dumbbell_Curl/1.jpg"
Press_Sit-Up,"Press_Sit-Up/0.jpg, Press_Sit-Up/1.jpg"
Prone_Manual_Hamstring,"Prone_Manual_Hamstring/0.jpg, Prone_Manual_Hamstring/1.jpg"
Prowler_Sprint,"Prowler_Sprint/0.jpg, Prowler_Sprint/1.jpg"
Pullups,"Pullups/0.jpg, Pullups/1.jpg"
Pull_Through,"Pull_Through/0.jpg, Pull_Through/1.jpg"
Push-Ups_-_Close_Triceps_Position,"Push-Ups_-_Close_Triceps_Position/0.jpg, Push-Ups_-_Close_Triceps_Position/1.jpg"
Push-Ups_With_Feet_Elevated,"Push-Ups_With_Feet_Elevated/0.jpg, Push-Ups_With_Feet_Elevated/1.jpg"
Push-Ups_With_Feet_On_An_Exercise_Ball,"Push-Ups_With_Feet_On_An_Exercise_Ball/0.jpg, Push-Ups_With_Feet_On_An_Exercise_Ball/1.jpg"
Push-Up_Wide,"Push-Up_Wide/0.jpg, Push-Up_Wide/1.jpg"
Pushups,"Pushups/0.jpg, Pushups/1.jpg"
Pushups_Close_and_Wide_Hand_Positions,"Pushups_Close_and_Wide_Hand_Positions/0.jpg, Pushups_Close_and_Wide_Hand_Positions/1.jpg"
Push_Press,"Push_Press/0.jpg, Push_Press/1.jpg"
Push_Press_-_Behind_the_Neck,"Push_Press_-_Behind_the_Neck/0.jpg, Push_Press_-_Behind_the_Neck/1.jpg"
Push_Up_to_Side_Plank,"Push_Up_to_Side_Plank/0.jpg, Push_Up_to_Side_Plank/1.jpg"
Pyramid,"Pyramid/0.jpg, Pyramid/1.jpg"
Quadriceps-SMR,"Quadriceps-SMR/0.jpg, Quadriceps-SMR/1.jpg"
Quad_Stretch,"Quad_Stretch/0.jpg, Quad_Stretch/1.jpg"
Quick_Leap,"Quick_Leap/0.jpg, Quick_Leap/1.jpg"
Rack_Delivery,"Rack_Delivery/0.jpg, Rack_Delivery/1.jpg"
Rack_Pulls,"Rack_Pulls/0.jpg, Rack_Pulls/1.jpg"
Rack_Pull_with_Bands,"Rack_Pull_with_Bands/0.jpg, Rack_Pull_with_Bands/1.jpg"
Rear_Leg_Raises,"Rear_Leg_Raises/0.jpg, Rear_Leg_Raises/1.jpg"
Recumbent_Bike,"Recumbent_Bike/0.jpg, Recumbent_Bike/1.jpg"
Return_Push_from_Stance,"Return_Push_from_Stance/0.jpg, Return_Push_from_Stance/1.jpg"
Reverse_Band_Bench_Press,"Reverse_Band_Bench_Press/0.jpg, Reverse_Band_Bench_Press/1.jpg"
Reverse_Band_Box_Squat,"Reverse_Band_Box_Squat/0.jpg, Reverse_Band_Box_Squat/1.jpg"
Reverse_Band_Deadlift,"Reverse_Band_Deadlift/0.jpg, Reverse_Band_Deadlift/1.jpg"
Reverse_Band_Power_Squat,"Reverse_Band_Power_Squat/0.jpg, Reverse_Band_Power_Squat/1.jpg"
Reverse_Band_Sumo_Deadlift,"Reverse_Band_Sumo_Deadlift/0.jpg, Reverse_Band_Sumo_Deadlift/1.jpg"
Reverse_Barbell_Curl,"Reverse_Barbell_Curl/0.jpg, Reverse_Barbell_Curl/1.jpg"
Reverse_Barbell_Preacher_Curls,"Reverse_Barbell_Preacher_Curls/0.jpg, Reverse_Barbell_Preacher_Curls/1.jpg"
Reverse_Cable_Curl,"Reverse_Cable_Curl/0.jpg, Reverse_Cable_Curl/1.jpg"
Reverse_Crunch,"Reverse_Crunch/0.jpg, Reverse_Crunch/1.jpg"
Reverse_Flyes,"Reverse_Flyes/0.jpg, Reverse_Flyes/1.jpg"
Reverse_Flyes_With_External_Rotation,"Reverse_Flyes_With_External_Rotation/0.jpg, Reverse_Flyes_With_External_Rotation/1.jpg"
Reverse_Grip_Bent-Over_Rows,"Reverse_Grip_Bent-Over_Rows/0.jpg, Reverse_Grip_Bent-Over_Rows/1.jpg"
Reverse_Grip_Triceps_Pushdown,"Reverse_Grip_Triceps_Pushdown/0.jpg, Reverse_Grip_Triceps_Pushdown/1.jpg"
Reverse_Hyperextension,"Reverse_Hyperextension/0.jpg, Reverse_Hyperextension/1.jpg"
Reverse_Machine_Flyes,"Reverse_Machine_Flyes/0.jpg, Reverse_Machine_Flyes/1.jpg"
Reverse_Plate_Curls,"Reverse_Plate_Curls/0.jpg, Reverse_Plate_Curls/1.jpg"
Reverse_Triceps_Bench_Press,"Reverse_Triceps_Bench_Press/0.jpg, Reverse_Triceps_Bench_Press/1.jpg"
Rhomboids-SMR,"Rhomboids-SMR/0.jpg, Rhomboids-SMR/1.jpg"
Rickshaw_Carry,"Rickshaw_Carry/0.jpg, Rickshaw_Carry/1.jpg"
Rickshaw_Deadlift,"Rickshaw_Deadlift/0.jpg, Rickshaw_Deadlift/1.jpg"
Ring_Dips,"Ring_Dips/0.jpg, Ring_Dips/1.jpg"
Rocket_Jump,"Rocket_Jump/0.jpg, Rocket_Jump/1.jpg"
Rocking_Standing_Calf_Raise,"Rocking_Standing_Calf_Raise/0.jpg, Rocking_Standing_Calf_Raise/1.jpg"
Rocky_Pull-Ups_Pulldowns,"Rocky_Pull-Ups_Pulldowns/0.jpg, Rocky_Pull-Ups_Pulldowns/1.jpg"
Romanian_Deadlift,"Romanian_Deadlift/0.jpg, Romanian_Deadlift/1.jpg"
Romanian_Deadlift_from_Deficit,"Romanian_Deadlift_from_Deficit/0.jpg, Romanian_Deadlift_from_Deficit/1.jpg"
Rope_Climb,"Rope_Climb/0.jpg, Rope_Climb/1.jpg"
Rope_Crunch,"Rope_Crunch/0.jpg, Rope_Crunch/1.jpg"
Rope_Jumping,"Rope_Jumping/0.jpg, Rope_Jumping/1.jpg"
Rope_Straight-Arm_Pulldown,"Rope_Straight-Arm_Pulldown/0.jpg, Rope_Straight-Arm_Pulldown/1.jpg"
Round_The_World_Shoulder_Stretch,"Round_The_World_Shoulder_Stretch/0.jpg, Round_The_World_Shoulder_Stretch/1.jpg"
Rowing_Stationary,"Rowing_Stationary/0.jpg, Rowing_Stationary/1.jpg"
Runners_Stretch,"Runners_Stretch/0.jpg, Runners_Stretch/1.jpg"
Running_Treadmill,"Running_Treadmill/0.jpg, Running_Treadmill/1.jpg"
Russian_Twist,"Russian_Twist/0.jpg, Russian_Twist/1.jpg"
Sandbag_Load,"Sandbag_Load/0.jpg, Sandbag_Load/1.jpg"
Scapular_Pull-Up,"Scapular_Pull-Up/0.jpg, Scapular_Pull-Up/1.jpg"
Scissors_Jump,"Scissors_Jump/0.jpg, Scissors_Jump/1.jpg"
Scissor_Kick,"Scissor_Kick/0.jpg, Scissor_Kick/1.jpg"
Seated_Band_Hamstring_Curl,"Seated_Band_Hamstring_Curl/0.jpg, Seated_Band_Hamstring_Curl/1.jpg"
Seated_Barbell_Military_Press,"Seated_Barbell_Military_Press/0.jpg, Seated_Barbell_Military_Press/1.jpg"
Seated_Barbell_Twist,"Seated_Barbell_Twist/0.jpg, Seated_Barbell_Twist/1.jpg"
Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,"Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension/0.jpg, Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension/1.jpg"
Seated_Bent-Over_Rear_Delt_Raise,"Seated_Bent-Over_Rear_Delt_Raise/0.jpg, Seated_Bent-Over_Rear_Delt_Raise/1.jpg"
Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,"Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension/0.jpg, Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension/1.jpg"
Seated_Biceps,"Seated_Biceps/0.jpg, Seated_Biceps/1.jpg"
Seated_Cable_Rows,"Seated_Cable_Rows/0.jpg, Seated_Cable_Rows/1.jpg"
Seated_Cable_Shoulder_Press,"Seated_Cable_Shoulder_Press/0.jpg, Seated_Cable_Shoulder_Press/1.jpg"
Seated_Calf_Raise,"Seated_Calf_Raise/0.jpg, Seated_Calf_Raise/1.jpg"
Seated_Calf_Stretch,"Seated_Calf_Stretch/0.jpg, Seated_Calf_Stretch/1.jpg"
Seated_Close-Grip_Concentration_Barbell_Curl,"Seated_Close-Grip_Concentration_Barbell_Curl/0.jpg, Seated_Close-Grip_Concentration_Barbell_Curl/1.jpg"
Seated_Dumbbell_Curl,"Seated_Dumbbell_Curl/0.jpg, Seated_Dumbbell_Curl/1.jpg"
Seated_Dumbbell_Inner_Biceps_Curl,"Seated_Dumbbell_Inner_Biceps_Curl/0.jpg, Seated_Dumbbell_Inner_Biceps_Curl/1.jpg"
Seated_Dumbbell_Palms-Down_Wrist_Curl,"Seated_Dumbbell_Palms-Down_Wrist_Curl/0.jpg, Seated_Dumbbell_Palms-Down_Wrist_Curl/1.jpg"
Seated_Dumbbell_Palms-Up_Wrist_Curl,"Seated_Dumbbell_Palms-Up_Wrist_Curl/0.jpg, Seated_Dumbbell_Palms-Up_Wrist_Curl/1.jpg"
Seated_Dumbbell_Press,"Seated_Dumbbell_Press/0.jpg, Seated_Dumbbell_Press/1.jpg"
Seated_Flat_Bench_Leg_Pull-In,"Seated_Flat_Bench_Leg_Pull-In/0.jpg, Seated_Flat_Bench_Leg_Pull-In/1.jpg"
Seated_Floor_Hamstring_Stretch,"Seated_Floor_Hamstring_Stretch/0.jpg, Seated_Floor_Hamstring_Stretch/1.jpg"
Seated_Front_Deltoid,"Seated_Front_Deltoid/0.jpg, Seated_Front_Deltoid/1.jpg"
Seated_Glute,"Seated_Glute/0.jpg, Seated_Glute/1.jpg"
Seated_Good_Mornings,"Seated_Good_Mornings/0.jpg, Seated_Good_Mornings/1.jpg"
Seated_Hamstring,"Seated_Hamstring/0.jpg, Seated_Hamstring/1.jpg"
Seated_Hamstring_and_Calf_Stretch,"Seated_Hamstring_and_Calf_Stretch/0.jpg, Seated_Hamstring_and_Calf_Stretch/1.jpg"
Seated_Head_Harness_Neck_Resistance,"Seated_Head_Harness_Neck_Resistance/0.jpg, Seated_Head_Harness_Neck_Resistance/1.jpg"
Seated_Leg_Curl,"Seated_Leg_Curl/0.jpg, Seated_Leg_Curl/1.jpg"
Seated_Leg_Tucks,"Seated_Leg_Tucks/0.jpg, Seated_Leg_Tucks/1.jpg"
Seated_One-arm_Cable_Pulley_Rows,"Seated_One-arm_Cable_Pulley_Rows/0.jpg, Seated_One-arm_Cable_Pulley_Rows/1.jpg"
Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl,"Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl/0.jpg, Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl/1.jpg"
Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl,"Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl/0.jpg, Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl/1.jpg"
Seated_Overhead_Stretch,"Seated_Overhead_Stretch/0.jpg, Seated_Overhead_Stretch/1.jpg"
Seated_Palm-Up_Barbell_Wrist_Curl,"Seated_Palm-Up_Barbell_Wrist_Curl/0.jpg, Seated_Palm-Up_Barbell_Wrist_Curl/1.jpg"
Seated_Palms-Down_Barbell_Wrist_Curl,"Seated_Palms-Down_Barbell_Wrist_Curl/0.jpg, Seated_Palms-Down_Barbell_Wrist_Curl/1.jpg"
Seated_Side_Lateral_Raise,"Seated_Side_Lateral_Raise/0.jpg, Seated_Side_Lateral_Raise/1.jpg"
Seated_Triceps_Press,"Seated_Triceps_Press/0.jpg, Seated_Triceps_Press/1.jpg"
Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl,"Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl/0.jpg, Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl/1.jpg"
See-Saw_Press_Alternating_Side_Press,"See-Saw_Press_Alternating_Side_Press/0.jpg, See-Saw_Press_Alternating_Side_Press/1.jpg"
Shotgun_Row,"Shotgun_Row/0.jpg, Shotgun_Row/1.jpg"
Shoulder_Circles,"Shoulder_Circles/0.jpg, Shoulder_Circles/1.jpg"
Shoulder_Press_-_With_Bands,"Shoulder_Press_-_With_Bands/0.jpg, Shoulder_Press_-_With_Bands/1.jpg"
Shoulder_Raise,"Shoulder_Raise/0.jpg, Shoulder_Raise/1.jpg"
Shoulder_Stretch,"Shoulder_Stretch/0.jpg, Shoulder_Stretch/1.jpg"
Side-Lying_Floor_Stretch,"Side-Lying_Floor_Stretch/0.jpg, Side-Lying_Floor_Stretch/1.jpg"
Side_Bridge,"Side_Bridge/0.jpg, Side_Bridge/1.jpg"
Side_Hop-Sprint,"Side_Hop-Sprint/0.jpg, Side_Hop-Sprint/1.jpg"
Side_Jackknife,"Side_Jackknife/0.jpg, Side_Jackknife/1.jpg"
Side_Laterals_to_Front_Raise,"Side_Laterals_to_Front_Raise/0.jpg, Side_Laterals_to_Front_Raise/1.jpg"
Side_Lateral_Raise,"Side_Lateral_Raise/0.jpg, Side_Lateral_Raise/1.jpg"
Side_Leg_Raises,"Side_Leg_Raises/0.jpg, Side_Leg_Raises/1.jpg"
Side_Lying_Groin_Stretch,"Side_Lying_Groin_Stretch/0.jpg, Side_Lying_Groin_Stretch/1.jpg"
Side_Neck_Stretch,"Side_Neck_Stretch/0.jpg, Side_Neck_Stretch/1.jpg"
Side_Standing_Long_Jump,"Side_Standing_Long_Jump/0.jpg, Side_Standing_Long_Jump/1.jpg"
Side_to_Side_Box_Shuffle,"Side_to_Side_Box_Shuffle/0.jpg, Side_to_Side_Box_Shuffle/1.jpg"
Side_To_Side_Chins,"Side_To_Side_Chins/0.jpg, Side_To_Side_Chins/1.jpg"
Side_Wrist_Pull,"Side_Wrist_Pull/0.jpg, Side_Wrist_Pull/1.jpg"
Single-Arm_Cable_Crossover,"Single-Arm_Cable_Crossover/0.jpg, Single-Arm_Cable_Crossover/1.jpg"
Single-Arm_Linear_Jammer,"Single-Arm_Linear_Jammer/0.jpg, Single-Arm_Linear_Jammer/1.jpg"
Single-Arm_Push-Up,"Single-Arm_Push-Up/0.jpg, Single-Arm_Push-Up/1.jpg"
Single-Cone_Sprint_Drill,"Single-Cone_Sprint_Drill/0.jpg, Single-Cone_Sprint_Drill/1.jpg"
Single-Leg_High_Box_Squat,"Single-Leg_High_Box_Squat/0.jpg, Single-Leg_High_Box_Squat/1.jpg"
Single-Leg_Hop_Progression,"Single-Leg_Hop_Progression/0.jpg, Single-Leg_Hop_Progression/1.jpg"
Single-Leg_Lateral_Hop,"Single-Leg_Lateral_Hop/0.jpg, Single-Leg_Lateral_Hop/1.jpg"
Single-Leg_Leg_Extension,"Single-Leg_Leg_Extension/0.jpg, Single-Leg_Leg_Extension/1.jpg"
Single-Leg_Stride_Jump,"Single-Leg_Stride_Jump/0.jpg, Single-Leg_Stride_Jump/1.jpg"
Single_Dumbbell_Raise,"Single_Dumbbell_Raise/0.jpg, Single_Dumbbell_Raise/1.jpg"
Single_Leg_Butt_Kick,"Single_Leg_Butt_Kick/0.jpg, Single_Leg_Butt_Kick/1.jpg"
Single_Leg_Glute_Bridge,"Single_Leg_Glute_Bridge/0.jpg, Single_Leg_Glute_Bridge/1.jpg"
Single_Leg_Push-off,"Single_Leg_Push-off/0.jpg, Single_Leg_Push-off/1.jpg"
Sit-Up,"Sit-Up/0.jpg, Sit-Up/1.jpg"
Sit_Squats,"Sit_Squats/0.jpg, Sit_Squats/1.jpg"
Skating,"Skating/0.jpg, Skating/1.jpg"
Sledgehammer_Swings,"Sledgehammer_Swings/0.jpg, Sledgehammer_Swings/1.jpg"
Sled_Drag_-_Harness,"Sled_Drag_-_Harness/0.jpg, Sled_Drag_-_Harness/1.jpg"
Sled_Overhead_Backward_Walk,"Sled_Overhead_Backward_Walk/0.jpg, Sled_Overhead_Backward_Walk/1.jpg"
Sled_Overhead_Triceps_Extension,"Sled_Overhead_Triceps_Extension/0.jpg, Sled_Overhead_Triceps_Extension/1.jpg"
Sled_Push,"Sled_Push/0.jpg, Sled_Push/1.jpg"
Sled_Reverse_Flye,"Sled_Reverse_Flye/0.jpg, Sled_Reverse_Flye/1.jpg"
Sled_Row,"Sled_Row/0.jpg, Sled_Row/1.jpg"
Smith_Incline_Shoulder_Raise,"Smith_Incline_Shoulder_Raise/0.jpg, Smith_Incline_Shoulder_Raise/1.jpg"
Smith_Machine_Behind_the_Back_Shrug,"Smith_Machine_Behind_the_Back_Shrug/0.jpg, Smith_Machine_Behind_the_Back_Shrug/1.jpg"
Smith_Machine_Bench_Press,"Smith_Machine_Bench_Press/0.jpg, Smith_Machine_Bench_Press/1.jpg"
Smith_Machine_Bent_Over_Row,"Smith_Machine_Bent_Over_Row/0.jpg, Smith_Machine_Bent_Over_Row/1.jpg"
Smith_Machine_Calf_Raise,"Smith_Machine_Calf_Raise/0.jpg, Smith_Machine_Calf_Raise/1.jpg"
Smith_Machine_Close-Grip_Bench_Press,"Smith_Machine_Close-Grip_Bench_Press/0.jpg, Smith_Machine_Close-Grip_Bench_Press/1.jpg"
Smith_Machine_Decline_Press,"Smith_Machine_Decline_Press/0.jpg, Smith_Machine_Decline_Press/1.jpg"
Smith_Machine_Hang_Power_Clean,"Smith_Machine_Hang_Power_Clean/0.jpg, Smith_Machine_Hang_Power_Clean/1.jpg"
Smith_Machine_Hip_Raise,"Smith_Machine_Hip_Raise/0.jpg, Smith_Machine_Hip_Raise/1.jpg"
Smith_Machine_Incline_Bench_Press,"Smith_Machine_Incline_Bench_Press/0.jpg, Smith_Machine_Incline_Bench_Press/1.jpg"
Smith_Machine_Leg_Press,"Smith_Machine_Leg_Press/0.jpg, Smith_Machine_Leg_Press/1.jpg"
Smith_Machine_One-Arm_Upright_Row,"Smith_Machine_One-Arm_Upright_Row/0.jpg, Smith_Machine_One-Arm_Upright_Row/1.jpg"
Smith_Machine_Overhead_Shoulder_Press,"Smith_Machine_Overhead_Shoulder_Press/0.jpg, Smith_Machine_Overhead_Shoulder_Press/1.jpg"
Smith_Machine_Pistol_Squat,"Smith_Machine_Pistol_Squat/0.jpg, Smith_Machine_Pistol_Squat/1.jpg"
Smith_Machine_Reverse_Calf_Raises,"Smith_Machine_Reverse_Calf_Raises/0.jpg, Smith_Machine_Reverse_Calf_Raises/1.jpg"
Smith_Machine_Squat,"Smith_Machine_Squat/0.jpg, Smith_Machine_Squat/1.jpg"
Smith_Machine_Stiff-Legged_Deadlift,"Smith_Machine_Stiff-Legged_Deadlift/0.jpg, Smith_Machine_Stiff-Legged_Deadlift/1.jpg"
Smith_Machine_Upright_Row,"Smith_Machine_Upright_Row/0.jpg, Smith_Machine_Upright_Row/1.jpg"
Smith_Single-Leg_Split_Squat,"Smith_Single-Leg_Split_Squat/0.jpg, Smith_Single-Leg_Split_Squat/1.jpg"
Snatch,"Snatch/0.jpg, Snatch/1.jpg"
Snatch_Balance,"Snatch_Balance/0.jpg, Snatch_Balance/1.jpg"
Snatch_Deadlift,"Snatch_Deadlift/0.jpg, Snatch_Deadlift/1.jpg"
Snatch_from_Blocks,"Snatch_from_Blocks/0.jpg, Snatch_from_Blocks/1.jpg"
Snatch_Pull,"Snatch_Pull/0.jpg, Snatch_Pull/1.jpg"
Snatch_Shrug,"Snatch_Shrug/0.jpg, Snatch_Shrug/1.jpg"
Speed_Band_Overhead_Triceps,"Speed_Band_Overhead_Triceps/0.jpg, Speed_Band_Overhead_Triceps/1.jpg"
Speed_Box_Squat,"Speed_Box_Squat/0.jpg, Speed_Box_Squat/1.jpg"
Speed_Squats,"Speed_Squats/0.jpg, Speed_Squats/1.jpg"
Spell_Caster,"Spell_Caster/0.jpg, Spell_Caster/1.jpg"
Spider_Crawl,"Spider_Crawl/0.jpg, Spider_Crawl/1.jpg"
Spider_Curl,"Spider_Curl/0.jpg, Spider_Curl/1.jpg"
Spinal_Stretch,"Spinal_Stretch/0.jpg, Spinal_Stretch/1.jpg"
Split_Clean,"Split_Clean/0.jpg, Split_Clean/1.jpg"
Split_Jerk,"Split_Jerk/0.jpg, Split_Jerk/1.jpg"
Split_Jump,"Split_Jump/0.jpg, Split_Jump/1.jpg"
Split_Snatch,"Split_Snatch/0.jpg, Split_Snatch/1.jpg"
Split_Squats,"Split_Squats/0.jpg, Split_Squats/1.jpg"
